20mm Poly Pipe,,40mm Poly Pipe,,63mm Poly Pipe,,90mm Poly Pipe,,110mm Poly Pipe,
kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h
0.0383,3.268,0.0383,23.111,0.0383,76.52,,,,
0.0384,3.273,0.0384,23.159,0.0384,76.635,,,,
0.0385,3.278,0.0385,23.207,0.0385,76.75,,,,
0.0386,3.282,0.0386,23.255,0.0386,76.865,,,,
0.0387,3.287,0.0387,23.303,0.0387,76.98,,,,
0.0388,3.292,0.0388,23.35,0.0388,77.094,,,,
0.0389,3.297,0.0389,23.398,0.0389,77.209,,,,
0.039,3.302,0.039,23.446,0.039,77.324,,,,
0.0391,3.306,0.0391,23.494,0.0391,77.439,,,,
0.0392,3.311,0.0392,23.542,0.0392,77.554,,,,
0.0393,3.316,0.0393,23.59,0.0393,77.669,,,,
0.0394,3.321,0.0394,23.637,0.0394,77.783,,,,
0.0395,3.326,0.0395,23.685,0.0395,77.898,,,,
0.0396,3.33,0.0396,23.733,0.0396,78.013,,,,
0.0397,3.335,0.0397,23.781,0.0397,78.128,,,,
0.0398,3.34,0.0398,23.829,0.0398,78.243,,,,
0.0399,3.345,0.0399,23.877,0.0399,78.358,,,,
0.04,3.349,0.04,23.925,0.04,78.473,,,,
0.0401,3.353,0.0401,23.953,0.0401,78.578,,,,
0.0402,3.356,0.0402,23.982,0.0402,78.683,,,,
0.0403,3.359,0.0403,24.011,0.0403,78.788,,,,
0.0404,3.362,0.0404,24.039,0.0404,78.894,,,,
0.0405,3.366,0.0405,24.068,0.0405,78.999,,,,
0.0406,3.369,0.0406,24.097,0.0406,79.104,,,,
0.0407,3.372,0.0407,24.126,0.0407,79.209,,,,
0.0408,3.375,0.0408,24.154,0.0408,79.315,,,,
0.0409,3.379,0.0409,24.183,0.0409,79.42,,,,
0.041,3.382,0.041,24.212,0.041,79.525,,,,
0.0411,3.385,0.0411,24.24,0.0411,79.63,,,,
0.0412,3.388,0.0412,24.269,0.0412,79.736,,,,
0.0413,3.392,0.0413,24.298,0.0413,79.841,,,,
0.0414,3.395,0.0414,24.326,0.0414,79.946,,,,
0.0415,3.398,0.0415,24.355,0.0415,80.052,,,,
0.0416,3.401,0.0416,24.384,0.0416,80.157,,,,
0.0417,3.405,0.0417,24.413,0.0417,80.262,,,,
0.0418,3.408,0.0418,24.441,0.0418,80.367,,,,
0.0419,3.411,0.0419,24.47,0.0419,80.473,,,,
0.042,3.415,0.042,24.499,0.042,80.578,,,,
0.0421,3.418,0.0421,24.527,0.0421,80.683,,,,
0.0422,3.421,0.0422,24.556,0.0422,80.788,,,,
0.0423,3.424,0.0423,24.585,0.0423,80.894,,,,
0.0424,3.428,0.0424,24.614,0.0424,80.999,,,,
0.0425,3.431,0.0425,24.642,0.0425,81.104,,,,
0.0426,3.434,0.0426,24.671,0.0426,81.209,,,,
0.0427,3.437,0.0427,24.7,0.0427,81.315,,,,
0.0428,3.441,0.0428,24.728,0.0428,81.42,,,,
0.0429,3.444,0.0429,24.757,0.0429,81.525,,,,
0.043,3.447,0.043,24.786,0.043,81.631,,,,
0.0431,3.45,0.0431,24.815,0.0431,81.736,,,,
0.0432,3.454,0.0432,24.843,0.0432,81.841,,,,
0.0433,3.457,0.0433,24.872,0.0433,81.946,,,,
0.0434,3.46,0.0434,24.901,0.0434,82.052,,,,
0.0435,3.463,0.0435,24.929,0.0435,82.157,,,,
0.0436,3.467,0.0436,24.958,0.0436,82.262,,,,
0.0437,3.47,0.0437,24.987,0.0437,82.367,,,,
0.0438,3.473,0.0438,25.016,0.0438,82.473,,,,
0.0439,3.476,0.0439,25.044,0.0439,82.578,,,,
0.044,3.48,0.044,25.073,0.044,82.683,,,,
0.0441,3.483,0.0441,25.102,0.0441,82.789,,,,
0.0442,3.486,0.0442,25.13,0.0442,82.894,,,,
0.0443,3.489,0.0443,25.159,0.0443,82.999,,,,
0.0444,3.493,0.0444,25.188,0.0444,83.104,,,,
0.0445,3.496,0.0445,25.216,0.0445,83.21,,,,
0.0446,3.499,0.0446,25.245,0.0446,83.315,,,,
0.0447,3.502,0.0447,25.274,0.0447,83.42,,,,
0.0448,3.506,0.0448,25.303,0.0448,83.525,,,,
0.0449,3.509,0.0449,25.331,0.0449,83.631,,,,
0.045,3.512,0.045,25.36,0.045,83.736,,,,
0.0451,3.515,0.0451,25.389,0.0451,83.841,,,,
0.0452,3.519,0.0452,25.417,0.0452,83.946,,,,
0.0453,3.522,0.0453,25.446,0.0453,84.052,,,,
0.0454,3.525,0.0454,25.475,0.0454,84.157,,,,
0.0455,3.528,0.0455,25.504,0.0455,84.262,,,,
0.0456,3.532,0.0456,25.532,0.0456,84.368,,,,
0.0457,3.535,0.0457,25.561,0.0457,84.473,,,,
0.0458,3.538,0.0458,25.59,0.0458,84.578,,,,
0.0459,3.541,0.0459,25.618,0.0459,84.683,,,,
0.046,3.545,0.046,25.647,0.046,84.789,,,,
0.0461,3.548,0.0461,25.676,0.0461,84.894,,,,
0.0462,3.551,0.0462,25.705,0.0462,84.999,,,,
0.0463,3.554,0.0463,25.733,0.0463,85.104,,,,
0.0464,3.558,0.0464,25.762,0.0464,85.21,,,,
0.0465,3.561,0.0465,25.791,0.0465,85.315,,,,
0.0466,3.564,0.0466,25.819,0.0466,85.42,,,,
0.0467,3.567,0.0467,25.848,0.0467,85.525,,,,
0.0468,3.571,0.0468,25.877,0.0468,85.631,,,,
0.0469,3.574,0.0469,25.906,0.0469,85.736,,,,
0.047,3.577,0.047,25.934,0.047,85.841,,,,
0.0471,3.58,0.0471,25.963,0.0471,85.947,,,,
0.0472,3.584,0.0472,25.992,0.0472,86.052,,,,
0.0473,3.587,0.0473,26.02,0.0473,86.157,,,,
0.0474,3.59,0.0474,26.049,0.0474,86.262,,,,
0.0475,3.593,0.0475,26.078,0.0475,86.368,,,,
0.0476,3.597,0.0476,26.106,0.0476,86.473,,,,
0.0477,3.6,0.0477,26.135,0.0477,86.578,,,,
0.0478,3.603,0.0478,26.164,0.0478,86.683,,,,
0.0479,3.606,0.0479,26.193,0.0479,86.789,,,,
0.048,3.61,0.048,26.221,0.048,86.894,,,,
0.0481,3.613,0.0481,26.25,0.0481,86.999,,,,
0.0482,3.616,0.0482,26.279,0.0482,87.105,,,,
0.0483,3.619,0.0483,26.307,0.0483,87.21,,,,
0.0484,3.623,0.0484,26.336,0.0484,87.315,,,,
0.0485,3.626,0.0485,26.365,0.0485,87.42,,,,
0.0486,3.629,0.0486,26.394,0.0486,87.526,,,,
0.0487,3.633,0.0487,26.422,0.0487,87.631,,,,
0.0488,3.636,0.0488,26.451,0.0488,87.736,,,,
0.0489,3.639,0.0489,26.48,0.0489,87.841,,,,
0.049,3.642,0.049,26.508,0.049,87.947,,,,
0.0491,3.646,0.0491,26.537,0.0491,88.052,,,,
0.0492,3.649,0.0492,26.566,0.0492,88.157,,,,
0.0493,3.652,0.0493,26.595,0.0493,88.262,,,,
0.0494,3.655,0.0494,26.623,0.0494,88.368,,,,
0.0495,3.659,0.0495,26.652,0.0495,88.473,,,,
0.0496,3.662,0.0496,26.681,0.0496,88.578,,,,
0.0497,3.665,0.0497,26.709,0.0497,88.684,,,,
0.0498,3.668,0.0498,26.738,0.0498,88.789,,,,
0.0499,3.672,0.0499,26.767,0.0499,88.894,,,,
0.05,3.675,0.05,26.795,0.05,88.999,,,,
0.0501,3.678,0.0501,26.834,0.0501,89.087,,,,
0.0502,3.682,0.0502,26.872,0.0502,89.175,,,,
0.0503,3.685,0.0503,26.91,0.0503,89.263,,,,
0.0504,3.689,0.0504,26.949,0.0504,89.351,,,,
0.0505,3.692,0.0505,26.987,0.0505,89.44,,,,
0.0506,3.695,0.0506,27.025,0.0506,89.528,,,,
0.0507,3.699,0.0507,27.063,0.0507,89.616,,,,
0.0508,3.702,0.0508,27.102,0.0508,89.704,,,,
0.0509,3.706,0.0509,27.14,0.0509,89.792,,,,
0.051,3.709,0.051,27.178,0.051,89.88,,,,
0.0511,3.713,0.0511,27.217,0.0511,89.968,,,,
0.0512,3.716,0.0512,27.255,0.0512,90.056,,,,
0.0513,3.72,0.0513,27.293,0.0513,90.144,,,,
0.0514,3.723,0.0514,27.331,0.0514,90.232,,,,
0.0515,3.726,0.0515,27.37,0.0515,90.32,,,,
0.0516,3.73,0.0516,27.408,0.0516,90.408,,,,
0.0517,3.733,0.0517,27.446,0.0517,90.496,,,,
0.0518,3.737,0.0518,27.485,0.0518,90.584,,,,
0.0519,3.74,0.0519,27.523,0.0519,90.672,,,,
0.052,3.744,0.052,27.561,0.052,90.76,,,,
0.0521,3.747,0.0521,27.599,0.0521,90.848,,,,
0.0522,3.751,0.0522,27.638,0.0522,90.936,,,,
0.0523,3.754,0.0523,27.676,0.0523,91.024,,,,
0.0524,3.757,0.0524,27.714,0.0524,91.112,,,,
0.0525,3.761,0.0525,27.752,0.0525,91.2,,,,
0.0526,3.764,0.0526,27.791,0.0526,91.288,,,,
0.0527,3.768,0.0527,27.829,0.0527,91.376,,,,
0.0528,3.771,0.0528,27.867,0.0528,91.465,,,,
0.0529,3.775,0.0529,27.906,0.0529,91.553,,,,
0.053,3.778,0.053,27.944,0.053,91.641,,,,
0.0531,3.782,0.0531,27.982,0.0531,91.729,,,,
0.0532,3.785,0.0532,28.02,0.0532,91.817,,,,
0.0533,3.789,0.0533,28.059,0.0533,91.905,,,,
0.0534,3.792,0.0534,28.097,0.0534,91.993,,,,
0.0535,3.795,0.0535,28.135,0.0535,92.081,,,,
0.0536,3.799,0.0536,28.174,0.0536,92.169,,,,
0.0537,3.802,0.0537,28.212,0.0537,92.257,,,,
0.0538,3.806,0.0538,28.25,0.0538,92.345,,,,
0.0539,3.809,0.0539,28.288,0.0539,92.433,,,,
0.054,3.813,0.054,28.327,0.054,92.521,,,,
0.0541,3.816,0.0541,28.365,0.0541,92.609,,,,
0.0542,3.82,0.0542,28.403,0.0542,92.697,,,,
0.0543,3.823,0.0543,28.442,0.0543,92.785,,,,
0.0544,3.826,0.0544,28.48,0.0544,92.873,,,,
0.0545,3.83,0.0545,28.518,0.0545,92.961,,,,
0.0546,3.833,0.0546,28.556,0.0546,93.049,,,,
0.0547,3.837,0.0547,28.595,0.0547,93.137,,,,
0.0548,3.84,0.0548,28.633,0.0548,93.225,,,,
0.0549,3.844,0.0549,28.671,0.0549,93.313,,,,
0.055,3.847,0.055,28.709,0.055,93.401,,,,
0.0551,3.851,0.0551,28.748,0.0551,93.489,,,,
0.0552,3.854,0.0552,28.786,0.0552,93.578,,,,
0.0553,3.857,0.0553,28.824,0.0553,93.666,,,,
0.0554,3.861,0.0554,28.863,0.0554,93.754,,,,
0.0555,3.864,0.0555,28.901,0.0555,93.842,,,,
0.0556,3.868,0.0556,28.939,0.0556,93.93,,,,
0.0557,3.871,0.0557,28.977,0.0557,94.018,,,,
0.0558,3.875,0.0558,29.016,0.0558,94.106,,,,
0.0559,3.878,0.0559,29.054,0.0559,94.194,,,,
0.056,3.882,0.056,29.092,0.056,94.282,,,,
0.0561,3.885,0.0561,29.131,0.0561,94.37,,,,
0.0562,3.888,0.0562,29.169,0.0562,94.458,,,,
0.0563,3.892,0.0563,29.207,0.0563,94.546,,,,
0.0564,3.895,0.0564,29.245,0.0564,94.634,,,,
0.0565,3.899,0.0565,29.284,0.0565,94.722,,,,
0.0566,3.902,0.0566,29.322,0.0566,94.81,,,,
0.0567,3.906,0.0567,29.36,0.0567,94.898,,,,
0.0568,3.909,0.0568,29.398,0.0568,94.986,,,,
0.0569,3.913,0.0569,29.437,0.0569,95.074,,,,
0.057,3.916,0.057,29.475,0.057,95.162,,,,
0.0571,3.919,0.0571,29.513,0.0571,95.25,,,,
0.0572,3.923,0.0572,29.552,0.0572,95.338,,,,
0.0573,3.926,0.0573,29.59,0.0573,95.426,,,,
0.0574,3.93,0.0574,29.628,0.0574,95.514,,,,
0.0575,3.933,0.0575,29.666,0.0575,95.603,,,,
0.0576,3.937,0.0576,29.705,0.0576,95.691,,,,
0.0577,3.94,0.0577,29.743,0.0577,95.779,,,,
0.0578,3.944,0.0578,29.781,0.0578,95.867,,,,
0.0579,3.947,0.0579,29.82,0.0579,95.955,,,,
0.058,3.95,0.058,29.858,0.058,96.043,,,,
0.0581,3.954,0.0581,29.896,0.0581,96.131,,,,
0.0582,3.957,0.0582,29.934,0.0582,96.219,,,,
0.0583,3.961,0.0583,29.973,0.0583,96.307,,,,
0.0584,3.964,0.0584,30.011,0.0584,96.395,,,,
0.0585,3.968,0.0585,30.049,0.0585,96.483,,,,
0.0586,3.971,0.0586,30.088,0.0586,96.571,,,,
0.0587,3.975,0.0587,30.126,0.0587,96.659,,,,
0.0588,3.978,0.0588,30.164,0.0588,96.747,,,,
0.0589,3.981,0.0589,30.202,0.0589,96.835,,,,
0.059,3.985,0.059,30.241,0.059,96.923,,,,
0.0591,3.988,0.0591,30.279,0.0591,97.011,,,,
0.0592,3.992,0.0592,30.317,0.0592,97.099,,,,
0.0593,3.995,0.0593,30.355,0.0593,97.187,,,,
0.0594,3.999,0.0594,30.394,0.0594,97.275,,,,
0.0595,4.002,0.0595,30.432,0.0595,97.363,,,,
0.0596,4.006,0.0596,30.47,0.0596,97.451,,,,
0.0597,4.009,0.0597,30.509,0.0597,97.539,,,,
0.0598,4.012,0.0598,30.547,0.0598,97.627,,,,
0.0599,4.016,0.0599,30.585,0.0599,97.716,,,,
0.06,4.019,0.06,30.623,0.06,97.804,,,,
0.0601,4.024,0.0601,30.652,0.0601,97.916,,,,
0.0602,4.029,0.0602,30.681,0.0602,98.029,,,,
0.0603,4.034,0.0603,30.71,0.0603,98.142,,,,
0.0604,4.038,0.0604,30.738,0.0604,98.255,,,,
0.0605,4.043,0.0605,30.767,0.0605,98.368,,,,
0.0606,4.048,0.0606,30.796,0.0606,98.481,,,,
0.0607,4.053,0.0607,30.824,0.0607,98.594,,,,
0.0608,4.058,0.0608,30.853,0.0608,98.707,,,,
0.0609,4.062,0.0609,30.882,0.0609,98.82,,,,
0.061,4.067,0.061,30.911,0.061,98.933,,,,
0.0611,4.072,0.0611,30.939,0.0611,99.046,,,,
0.0612,4.077,0.0612,30.968,0.0612,99.159,,,,
0.0613,4.082,0.0613,30.997,0.0613,99.272,,,,
0.0614,4.086,0.0614,31.025,0.0614,99.384,,,,
0.0615,4.091,0.0615,31.054,0.0615,99.497,,,,
0.0616,4.096,0.0616,31.083,0.0616,99.61,,,,
0.0617,4.101,0.0617,31.111,0.0617,99.723,,,,
0.0618,4.105,0.0618,31.14,0.0618,99.836,,,,
0.0619,4.11,0.0619,31.169,0.0619,99.949,,,,
0.062,4.115,0.062,31.198,0.062,100.062,,,,
0.0621,4.12,0.0621,31.226,0.0621,100.175,,,,
0.0622,4.125,0.0622,31.255,0.0622,100.288,,,,
0.0623,4.129,0.0623,31.284,0.0623,100.401,,,,
0.0624,4.134,0.0624,31.312,0.0624,100.514,,,,
0.0625,4.139,0.0625,31.341,0.0625,100.627,,,,
0.0626,4.144,0.0626,31.37,0.0626,100.74,,,,
0.0627,4.149,0.0627,31.399,0.0627,100.853,,,,
0.0628,4.153,0.0628,31.427,0.0628,100.965,,,,
0.0629,4.158,0.0629,31.456,0.0629,101.078,,,,
0.063,4.163,0.063,31.485,0.063,101.191,,,,
0.0631,4.168,0.0631,31.513,0.0631,101.304,,,,
0.0632,4.172,0.0632,31.542,0.0632,101.417,,,,
0.0633,4.177,0.0633,31.571,0.0633,101.53,,,,
0.0634,4.182,0.0634,31.6,0.0634,101.643,,,,
0.0635,4.187,0.0635,31.628,0.0635,101.756,,,,
0.0636,4.192,0.0636,31.657,0.0636,101.869,,,,
0.0637,4.196,0.0637,31.686,0.0637,101.982,,,,
0.0638,4.201,0.0638,31.714,0.0638,102.095,,,,
0.0639,4.206,0.0639,31.743,0.0639,102.208,,,,
0.064,4.211,0.064,31.772,0.064,102.321,,,,
0.0641,4.216,0.0641,31.801,0.0641,102.433,,,,
0.0642,4.22,0.0642,31.829,0.0642,102.546,,,,
0.0643,4.225,0.0643,31.858,0.0643,102.659,,,,
0.0644,4.23,0.0644,31.887,0.0644,102.772,,,,
0.0645,4.235,0.0645,31.915,0.0645,102.885,,,,
0.0646,4.239,0.0646,31.944,0.0646,102.998,,,,
0.0647,4.244,0.0647,31.973,0.0647,103.111,,,,
0.0648,4.249,0.0648,32.001,0.0648,103.224,,,,
0.0649,4.254,0.0649,32.03,0.0649,103.337,,,,
0.065,4.259,0.065,32.059,0.065,103.45,,,,
0.0651,4.263,0.0651,32.088,0.0651,103.563,,,,
0.0652,4.268,0.0652,32.116,0.0652,103.676,,,,
0.0653,4.273,0.0653,32.145,0.0653,103.789,,,,
0.0654,4.278,0.0654,32.174,0.0654,103.901,,,,
0.0655,4.282,0.0655,32.202,0.0655,104.014,,,,
0.0656,4.287,0.0656,32.231,0.0656,104.127,,,,
0.0657,4.292,0.0657,32.26,0.0657,104.24,,,,
0.0658,4.297,0.0658,32.289,0.0658,104.353,,,,
0.0659,4.302,0.0659,32.317,0.0659,104.466,,,,
0.066,4.306,0.066,32.346,0.066,104.579,,,,
0.0661,4.311,0.0661,32.375,0.0661,104.692,,,,
0.0662,4.316,0.0662,32.403,0.0662,104.805,,,,
0.0663,4.321,0.0663,32.432,0.0663,104.918,,,,
0.0664,4.326,0.0664,32.461,0.0664,105.031,,,,
0.0665,4.33,0.0665,32.49,0.0665,105.144,,,,
0.0666,4.335,0.0666,32.518,0.0666,105.257,,,,
0.0667,4.34,0.0667,32.547,0.0667,105.369,,,,
0.0668,4.345,0.0668,32.576,0.0668,105.482,,,,
0.0669,4.349,0.0669,32.604,0.0669,105.595,,,,
0.067,4.354,0.067,32.633,0.067,105.708,,,,
0.0671,4.359,0.0671,32.662,0.0671,105.821,,,,
0.0672,4.364,0.0672,32.691,0.0672,105.934,,,,
0.0673,4.369,0.0673,32.719,0.0673,106.047,,,,
0.0674,4.373,0.0674,32.748,0.0674,106.16,,,,
0.0675,4.378,0.0675,32.777,0.0675,106.273,,,,
0.0676,4.383,0.0676,32.805,0.0676,106.386,,,,
0.0677,4.388,0.0677,32.834,0.0677,106.499,,,,
0.0678,4.393,0.0678,32.863,0.0678,106.612,,,,
0.0679,4.397,0.0679,32.891,0.0679,106.725,,,,
0.068,4.402,0.068,32.92,0.068,106.837,,,,
0.0681,4.407,0.0681,32.949,0.0681,106.95,,,,
0.0682,4.412,0.0682,32.978,0.0682,107.063,,,,
0.0683,4.416,0.0683,33.006,0.0683,107.176,,,,
0.0684,4.421,0.0684,33.035,0.0684,107.289,,,,
0.0685,4.426,0.0685,33.064,0.0685,107.402,,,,
0.0686,4.431,0.0686,33.092,0.0686,107.515,,,,
0.0687,4.436,0.0687,33.121,0.0687,107.628,,,,
0.0688,4.44,0.0688,33.15,0.0688,107.741,,,,
0.0689,4.445,0.0689,33.179,0.0689,107.854,,,,
0.069,4.45,0.069,33.207,0.069,107.967,,,,
0.0691,4.455,0.0691,33.236,0.0691,108.08,,,,
0.0692,4.46,0.0692,33.265,0.0692,108.193,,,,
0.0693,4.464,0.0693,33.293,0.0693,108.305,,,,
0.0694,4.469,0.0694,33.322,0.0694,108.418,,,,
0.0695,4.474,0.0695,33.351,0.0695,108.531,,,,
0.0696,4.479,0.0696,33.38,0.0696,108.644,,,,
0.0697,4.483,0.0697,33.408,0.0697,108.757,,,,
0.0698,4.488,0.0698,33.437,0.0698,108.87,,,,
0.0699,4.493,0.0699,33.466,0.0699,108.983,,,,
0.07,4.498,0.07,33.494,0.07,109.096,,,,
0.0701,4.501,0.0701,33.504,0.0701,109.153,,,,
0.0702,4.504,0.0702,33.514,0.0702,109.211,,,,
0.0703,4.506,0.0703,33.523,0.0703,109.268,,,,
0.0704,4.509,0.0704,33.533,0.0704,109.326,,,,
0.0705,4.512,0.0705,33.542,0.0705,109.383,,,,
0.0706,4.515,0.0706,33.552,0.0706,109.44,,,,
0.0707,4.518,0.0707,33.561,0.0707,109.498,,,,
0.0708,4.521,0.0708,33.571,0.0708,109.555,,,,
0.0709,4.524,0.0709,33.58,0.0709,109.613,,,,
0.071,4.527,0.071,33.59,0.071,109.67,,,,
0.0711,4.529,0.0711,33.6,0.0711,109.728,,,,
0.0712,4.532,0.0712,33.609,0.0712,109.785,,,,
0.0713,4.535,0.0713,33.619,0.0713,109.842,,,,
0.0714,4.538,0.0714,33.628,0.0714,109.9,,,,
0.0715,4.541,0.0715,33.638,0.0715,109.957,,,,
0.0716,4.544,0.0716,33.647,0.0716,110.015,,,,
0.0717,4.547,0.0717,33.657,0.0717,110.072,,,,
0.0718,4.549,0.0718,33.667,0.0718,110.129,,,,
0.0719,4.552,0.0719,33.676,0.0719,110.187,,,,
0.072,4.555,0.072,33.686,0.072,110.244,,,,
0.0721,4.558,0.0721,33.695,0.0721,110.302,,,,
0.0722,4.561,0.0722,33.705,0.0722,110.359,,,,
0.0723,4.564,0.0723,33.714,0.0723,110.417,,,,
0.0724,4.567,0.0724,33.724,0.0724,110.474,,,,
0.0725,4.57,0.0725,33.734,0.0725,110.531,,,,
0.0726,4.572,0.0726,33.743,0.0726,110.589,,,,
0.0727,4.575,0.0727,33.753,0.0727,110.646,,,,
0.0728,4.578,0.0728,33.762,0.0728,110.704,,,,
0.0729,4.581,0.0729,33.772,0.0729,110.761,,,,
0.073,4.584,0.073,33.781,0.073,110.819,,,,
0.0731,4.587,0.0731,33.791,0.0731,110.876,,,,
0.0732,4.59,0.0732,33.801,0.0732,110.933,,,,
0.0733,4.593,0.0733,33.81,0.0733,110.991,,,,
0.0734,4.595,0.0734,33.82,0.0734,111.048,,,,
0.0735,4.598,0.0735,33.829,0.0735,111.106,,,,
0.0736,4.601,0.0736,33.839,0.0736,111.163,,,,
0.0737,4.604,0.0737,33.848,0.0737,111.22,,,,
0.0738,4.607,0.0738,33.858,0.0738,111.278,,,,
0.0739,4.61,0.0739,33.868,0.0739,111.335,,,,
0.074,4.613,0.074,33.877,0.074,111.393,,,,
0.0741,4.616,0.0741,33.887,0.0741,111.45,,,,
0.0742,4.618,0.0742,33.896,0.0742,111.508,,,,
0.0743,4.621,0.0743,33.906,0.0743,111.565,,,,
0.0744,4.624,0.0744,33.915,0.0744,111.622,,,,
0.0745,4.627,0.0745,33.925,0.0745,111.68,,,,
0.0746,4.63,0.0746,33.935,0.0746,111.737,,,,
0.0747,4.633,0.0747,33.944,0.0747,111.795,,,,
0.0748,4.636,0.0748,33.954,0.0748,111.852,,,,
0.0749,4.638,0.0749,33.963,0.0749,111.909,,,,
0.075,4.641,0.075,33.973,0.075,111.967,,,,
0.0751,4.644,0.0751,33.982,0.0751,112.024,,,,
0.0752,4.647,0.0752,33.992,0.0752,112.082,,,,
0.0753,4.65,0.0753,34.002,0.0753,112.139,,,,
0.0754,4.653,0.0754,34.011,0.0754,112.197,,,,
0.0755,4.656,0.0755,34.021,0.0755,112.254,,,,
0.0756,4.659,0.0756,34.03,0.0756,112.311,,,,
0.0757,4.661,0.0757,34.04,0.0757,112.369,,,,
0.0758,4.664,0.0758,34.049,0.0758,112.426,,,,
0.0759,4.667,0.0759,34.059,0.0759,112.484,,,,
0.076,4.67,0.076,34.069,0.076,112.541,,,,
0.0761,4.673,0.0761,34.078,0.0761,112.599,,,,
0.0762,4.676,0.0762,34.088,0.0762,112.656,,,,
0.0763,4.679,0.0763,34.097,0.0763,112.713,,,,
0.0764,4.682,0.0764,34.107,0.0764,112.771,,,,
0.0765,4.684,0.0765,34.116,0.0765,112.828,,,,
0.0766,4.687,0.0766,34.126,0.0766,112.886,,,,
0.0767,4.69,0.0767,34.136,0.0767,112.943,,,,
0.0768,4.693,0.0768,34.145,0.0768,113,,,,
0.0769,4.696,0.0769,34.155,0.0769,113.058,,,,
0.077,4.699,0.077,34.164,0.077,113.115,,,,
0.0771,4.702,0.0771,34.174,0.0771,113.173,,,,
0.0772,4.705,0.0772,34.183,0.0772,113.23,,,,
0.0773,4.707,0.0773,34.193,0.0773,113.288,,,,
0.0774,4.71,0.0774,34.203,0.0774,113.345,,,,
0.0775,4.713,0.0775,34.212,0.0775,113.402,,,,
0.0776,4.716,0.0776,34.222,0.0776,113.46,,,,
0.0777,4.719,0.0777,34.231,0.0777,113.517,,,,
0.0778,4.722,0.0778,34.241,0.0778,113.575,,,,
0.0779,4.725,0.0779,34.25,0.0779,113.632,,,,
0.078,4.727,0.078,34.26,0.078,113.689,,,,
0.0781,4.73,0.0781,34.27,0.0781,113.747,,,,
0.0782,4.733,0.0782,34.279,0.0782,113.804,,,,
0.0783,4.736,0.0783,34.289,0.0783,113.862,,,,
0.0784,4.739,0.0784,34.298,0.0784,113.919,,,,
0.0785,4.742,0.0785,34.308,0.0785,113.977,,,,
0.0786,4.745,0.0786,34.317,0.0786,114.034,,,,
0.0787,4.748,0.0787,34.327,0.0787,114.091,,,,
0.0788,4.75,0.0788,34.337,0.0788,114.149,,,,
0.0789,4.753,0.0789,34.346,0.0789,114.206,,,,
0.079,4.756,0.079,34.356,0.079,114.264,,,,
0.0791,4.759,0.0791,34.365,0.0791,114.321,,,,
0.0792,4.762,0.0792,34.375,0.0792,114.378,,,,
0.0793,4.765,0.0793,34.384,0.0793,114.436,,,,
0.0794,4.768,0.0794,34.394,0.0794,114.493,,,,
0.0795,4.771,0.0795,34.404,0.0795,114.551,,,,
0.0796,4.773,0.0796,34.413,0.0796,114.608,,,,
0.0797,4.776,0.0797,34.423,0.0797,114.666,,,,
0.0798,4.779,0.0798,34.432,0.0798,114.723,,,,
0.0799,4.782,0.0799,34.442,0.0799,114.78,,,,
0.08,4.785,0.08,34.451,0.08,114.838,,,,
0.0801,4.789,0.0801,34.47,0.0801,114.934,,,,
0.0802,4.793,0.0802,34.49,0.0802,115.029,,,,
0.0803,4.796,0.0803,34.509,0.0803,115.125,,,,
0.0804,4.8,0.0804,34.528,0.0804,115.221,,,,
0.0805,4.804,0.0805,34.547,0.0805,115.316,,,,
0.0806,4.808,0.0806,34.566,0.0806,115.412,,,,
0.0807,4.812,0.0807,34.585,0.0807,115.508,,,,
0.0808,4.816,0.0808,34.604,0.0808,115.603,,,,
0.0809,4.819,0.0809,34.624,0.0809,115.699,,,,
0.081,4.823,0.081,34.643,0.081,115.795,,,,
0.0811,4.827,0.0811,34.662,0.0811,115.891,,,,
0.0812,4.831,0.0812,34.681,0.0812,115.986,,,,
0.0813,4.835,0.0813,34.7,0.0813,116.082,,,,
0.0814,4.839,0.0814,34.719,0.0814,116.178,,,,
0.0815,4.842,0.0815,34.738,0.0815,116.273,,,,
0.0816,4.846,0.0816,34.758,0.0816,116.369,,,,
0.0817,4.85,0.0817,34.777,0.0817,116.465,,,,
0.0818,4.854,0.0818,34.796,0.0818,116.56,,,,
0.0819,4.858,0.0819,34.815,0.0819,116.656,,,,
0.082,4.861,0.082,34.834,0.082,116.752,,,,
0.0821,4.865,0.0821,34.853,0.0821,116.848,,,,
0.0822,4.869,0.0822,34.872,0.0822,116.943,,,,
0.0823,4.873,0.0823,34.892,0.0823,117.039,,,,
0.0824,4.877,0.0824,34.911,0.0824,117.135,,,,
0.0825,4.881,0.0825,34.93,0.0825,117.23,,,,
0.0826,4.884,0.0826,34.949,0.0826,117.326,,,,
0.0827,4.888,0.0827,34.968,0.0827,117.422,,,,
0.0828,4.892,0.0828,34.987,0.0828,117.517,,,,
0.0829,4.896,0.0829,35.006,0.0829,117.613,,,,
0.083,4.9,0.083,35.026,0.083,117.709,,,,
0.0831,4.904,0.0831,35.045,0.0831,117.804,,,,
0.0832,4.907,0.0832,35.064,0.0832,117.9,,,,
0.0833,4.911,0.0833,35.083,0.0833,117.996,,,,
0.0834,4.915,0.0834,35.102,0.0834,118.092,,,,
